cluster_id,cluster_name,n_pairs,mean_ppi_score,mean_abs_eps,frac_pos_gi,frac_neg_gi,spearman_r,spearman_p
259,CHS3/PHO84/CHS7,1,4.0,0.06855,1.0,0.0,nan,nan
565,ENT3/GGA2,1,6.0,0.1838,0.0,1.0,nan,nan
366,VPS28/MVB12/STP22,1,3.0,0.0834,1.0,0.0,nan,nan
248,MCA1/PIN3/YNL208W,1,2.0,0.0535,0.0,1.0,nan,nan
270,DET1/ASN2/ASN1,1,10.0,0.10155,0.0,1.0,nan,nan
549,AIM36/RPS23A,1,4.0,0.034,0.0,1.0,nan,nan
186,KRE5/RPL27A/ECT1,1,3.0,0.0406,1.0,0.0,nan,nan
295,VAM3/VAM7/SEC17,1,3.0,0.15485,1.0,0.0,nan,nan
176,CDC8/RPL1B/DOT5,1,4.0,0.0893,1.0,0.0,nan,nan
538,MAD2/MAD1,1,9.0,0.02725,1.0,0.0,nan,nan
282,NST1/IBD2/YKL075C,1,6.0,0.0266,1.0,0.0,nan,nan
189,SML1/UBR1/MUB1,1,4.0,0.0618,1.0,0.0,nan,nan
321,GCN20/MCO8/GCN1,1,8.0,0.06559999999999999,1.0,0.0,nan,nan
54,FUN30/SAP4/ADE4,1,4.0,0.05135000000000001,1.0,0.0,nan,nan
360,OPI1/SCS2/SWH1,1,5.0,0.0374,1.0,0.0,nan,nan
511,SLX8/SLX5,1,4.0,0.2584,1.0,0.0,nan,nan
299,SER3/SER33/SEG2,1,10.0,0.1261,0.0,1.0,nan,nan
85,NAT3/SMF1/BFA1,1,3.0,0.0418,0.0,1.0,nan,nan
164,UPF3/POT1/YGR266W,1,3.0,0.03685,1.0,0.0,nan,nan
517,GCN4/SOL3,1,3.0,0.1314,0.0,1.0,nan,nan
322,RFX1/HLR1/RNR3,1,2.0,0.0109,0.0,1.0,nan,nan
298,RPS18A/YBR090C/YCR016W,1,4.0,0.2204,1.0,0.0,nan,nan
317,ATR1/LRS4/MRC1,1,2.0,0.1576,0.0,1.0,nan,nan
231,TRF5/AIR1/PAP2,1,10.0,0.4608,0.0,1.0,nan,nan
97,PDC1/HSP10/PXP2,1,2.0,0.0312,0.0,1.0,nan,nan
509,MRE11/XRS2,1,6.0,0.1768,1.0,0.0,nan,nan
